name,nation,position,team,age,born,played,starts,minutes,goals,assists,penalty_kicks,penalty_kick_attempts,yellow,red,expected_goals,progressive_carries,progressive_passes,received_progressive_passes
Dane Scarlett,England,"FW,MF",Tottenham,21.0,2004.0,3,0,34,0,1,0,0,0,0,0.0,1,1,1
Kevin Schade,Germany,FW,Brentford,23.0,2001.0,37,25,2214,11,2,0,0,3,0,8.1,59,36,158
Fabian Schär,Switzerland,DF,Newcastle Utd,33.0,1991.0,33,32,2844,4,0,0,0,8,1,3.3,14,110,21
Jeffrey Schlupp,Ghana,"MF,DF",Crystal Palace,32.0,1992.0,12,0,103,0,0,0,0,0,0,0.2,4,5,9
Alex Scott,England,MF,Bournemouth,21.0,2003.0,19,8,754,0,0,0,0,3,0,0.7,15,52,33
Matz Sels,Belgium,GK,Nott'ham Forest,33.0,1992.0,37,37,3330,0,0,0,0,4,0,0.0,0,1,0
Nélson Semedo,Portugal,DF,Wolves,31.0,1993.0,33,31,2796,0,4,0,0,7,0,0.8,64,77,114
Antoine Semenyo,Ghana,FW,Bournemouth,25.0,2000.0,36,35,3113,9,5,0,0,9,0,9.5,138,108,272
Marcos Senesi,Argentina,DF,Bournemouth,28.0,1997.0,16,12,1029,0,0,0,0,5,0,0.8,12,54,6
Ryan Sessegnon,England,"FW,DF",Fulham,25.0,2000.0,15,7,563,4,2,0,0,1,0,1.6,15,20,56
Luke Shaw,England,DF,Manchester Utd,29.0,1995.0,7,4,349,0,0,0,0,1,0,0.0,7,24,7
Zain Silcott-Duberry,Montserrat,FW,Bournemouth,19.0,2005.0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
Bernardo Silva,Portugal,"MF,FW",Manchester City,30.0,1994.0,32,28,2580,4,4,0,0,7,0,3.9,99,126,198
Jota Silva,Portugal,"FW,MF",Nott'ham Forest,25.0,1999.0,30,5,846,3,1,0,0,5,0,2.1,21,18,59
Eric da Silva Moreira,Germany,"MF,DF",Nott'ham Forest,19.0,2006.0,2,0,30,0,0,0,0,0,0,0.0,1,0,1
Jahmai Simpson-Pusey,England,DF,Manchester City,19.0,2005.0,2,1,96,0,0,0,0,1,0,0.0,1,3,0
Luis Sinisterra,Colombia,"FW,MF",Bournemouth,25.0,1999.0,12,1,236,1,1,0,0,0,0,1.2,19,6,38
Oliver Skipp,England,MF,Leicester City,24.0,2000.0,23,9,1058,0,0,0,0,8,0,0.2,16,34,19
William Smallbone,Republic of Ireland,MF,Southampton,25.0,2000.0,17,6,678,1,0,0,0,1,0,0.6,5,27,25
Adam Smith,England,DF,Bournemouth,34.0,1991.0,24,18,1500,0,0,0,0,7,0,0.7,12,43,33
Emile Smith Rowe,England,MF,Fulham,24.0,2000.0,33,25,2013,6,3,0,0,3,0,4.5,53,122,123
Dominic Solanke,England,FW,Tottenham,27.0,1997.0,26,24,2136,8,3,0,0,0,0,10.1,30,47,88
Carlos Soler,Spain,"MF,FW",West Ham,28.0,1997.0,31,14,1408,1,1,0,0,6,0,1.8,17,56,37
Julio Soler,Argentina,"DF,FW",Bournemouth,20.0,2005.0,2,0,10,0,0,0,0,0,0,0.0,0,0,2
Ramón Sosa,Paraguay,"FW,MF",Nott'ham Forest,25.0,1999.0,19,1,295,1,0,0,0,1,0,1.0,12,6,17
Tomáš Souček,Czech Republic,MF,West Ham,30.0,1995.0,34,29,2477,9,1,0,0,8,0,6.6,8,71,67
Boubakary Soumaré,France,MF,Leicester City,26.0,1999.0,30,24,2081,0,0,0,0,8,0,0.3,34,103,23
Djed Spence,England,DF,Tottenham,24.0,2000.0,24,19,1784,1,2,0,0,4,1,0.6,58,105,70
Jay Stansfield,England,MF,Fulham,22.0,2002.0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
Jason Steele,England,GK,Brighton,34.0,1990.0,2,2,180,0,0,0,0,0,0,0.0,0,0,0
Jack Stephens,England,DF,Southampton,31.0,1994.0,19,17,1389,1,0,0,0,2,2,0.6,14,63,2
Raheem Sterling,England,"FW,MF",Arsenal,30.0,1994.0,16,6,437,0,2,0,0,1,0,1.3,25,17,73
Ross Stewart,Scotland,FW,Southampton,28.0,1996.0,11,3,320,0,0,0,0,1,0,0.8,3,2,7
Jakub Stolarczyk,Poland,GK,Leicester City,24.0,2000.0,9,9,810,0,0,0,0,1,0,0.0,0,1,0
John Stones,England,"DF,MF",Manchester City,30.0,1994.0,11,6,548,2,0,0,0,1,0,0.4,10,21,2
Jørgen Strand Larsen,Norway,FW,Wolves,25.0,2000.0,34,30,2561,14,3,0,0,4,0,10.3,17,29,111
Yukinari Sugawara,Japan,"DF,MF",Southampton,24.0,2000.0,29,15,1467,1,1,0,0,4,0,0.5,32,68,76
Kamaldeen Sulemana,Ghana,"FW,MF",Southampton,23.0,2002.0,25,16,1324,1,1,0,0,2,0,1.4,59,27,85
Crysencio Summerville,Netherlands,"FW,MF",West Ham,23.0,2001.0,19,7,786,1,1,0,0,2,0,1.6,29,18,71
Sammie Szmodics,Republic of Ireland,"FW,MF",Ipswich Town,29.0,1995.0,19,13,979,4,0,0,0,2,0,3.4,16,18,46
Dominik Szoboszlai,Hungary,MF,Liverpool,24.0,2000.0,35,28,2432,6,6,0,0,6,0,7.3,71,124,124
Matt Targett,England,DF,Newcastle Utd,29.0,1995.0,2,0,21,0,0,0,0,0,0,0.0,0,0,1
James Tarkowski,England,DF,Everton,32.0,1992.0,33,33,2922,1,1,0,0,6,0,1.3,9,75,3
Marcus Tavernier,England,"FW,MF",Bournemouth,26.0,1999.0,28,19,1850,3,5,0,0,6,0,5.3,50,114,124
Charlie Taylor,England,DF,Southampton,31.0,1993.0,7,2,266,0,0,0,0,1,0,0.0,3,8,6
Jack Taylor,Republic of Ireland,MF,Ipswich Town,26.0,1998.0,31,4,847,1,0,0,0,4,0,0.7,11,43,22
Mathys Tel,France,FW,Tottenham,20.0,2005.0,12,10,829,2,1,1,1,2,0,2.3,24,19,66
Kenny Tete,Netherlands,DF,Fulham,29.0,1995.0,21,20,1684,0,2,0,0,5,0,1.3,34,62,53
Thiago,Brazil,"FW,MF",Brentford,23.0,2001.0,7,1,164,0,0,0,0,0,0,0.1,3,4,7
Luke Thomas,England,DF,Leicester City,23.0,2001.0,13,12,1039,0,0,0,0,2,0,0.4,4,35,16
Youri Tielemans,Belgium,MF,Aston Villa,28.0,1997.0,35,35,2997,3,7,0,1,4,0,3.1,39,234,48
Kieran Tierney,Scotland,"DF,FW",Arsenal,27.0,1997.0,12,1,197,0,0,0,0,0,0,0.2,5,12,23
Jurriën Timber,Netherlands,DF,Arsenal,23.0,2001.0,30,27,2417,1,3,0,0,7,0,1.2,57,146,104
Jean-Clair Todibo,France,DF,West Ham,25.0,1999.0,26,19,1736,0,0,0,0,3,0,0.4,9,37,5
Harry Toffolo,England,DF,Nott'ham Forest,29.0,1995.0,4,1,137,0,0,0,0,1,0,0.0,0,2,4
Takehiro Tomiyasu,Japan,DF,Arsenal,26.0,1998.0,1,0,7,0,0,0,0,0,0,0.2,0,1,0
Sandro Tonali,Italy,MF,Newcastle Utd,25.0,2000.0,35,27,2540,4,2,0,0,5,0,4.4,33,123,49
Pau Torres,Spain,DF,Aston Villa,28.0,1997.0,23,22,1930,0,0,0,0,1,0,0.5,40,96,8
Conor Townsend,England,DF,Ipswich Town,32.0,1993.0,6,3,335,0,1,0,0,1,0,0.0,2,8,13
Adama Traoré,Spain,"FW,MF",Fulham,29.0,1996.0,35,17,1699,2,7,0,0,3,0,3.9,99,67,156
Boubacar Traoré,Mali,MF,Wolves,23.0,2001.0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
Mark Travers,Republic of Ireland,GK,Bournemouth,26.0,1999.0,5,5,450,0,0,0,0,0,0,0.0,0,0,0
Ryan Trevitt,England,MF,Brentford,22.0,2003.0,1,0,4,0,0,0,0,0,0,0.0,0,0,1
Kieran Trippier,England,DF,Newcastle Utd,34.0,1990.0,24,14,1281,0,3,0,0,1,0,0.1,25,111,53
Leandro Trossard,Belgium,FW,Arsenal,30.0,1994.0,37,28,2518,8,6,0,0,4,1,7.1,80,101,221
Kostas Tsimikas,Greece,DF,Liverpool,29.0,1996.0,18,9,837,0,1,0,0,2,0,0.4,17,76,43
Axel Tuanzebe,Congo DR,DF,Ipswich Town,27.0,1997.0,21,19,1620,0,1,0,0,5,1,0.2,9,55,11
Destiny Udogie,Italy,DF,Tottenham,22.0,2002.0,24,23,1834,0,1,0,0,2,0,0.3,54,120,93
Manuel Ugarte Ribeiro,Uruguay,MF,Manchester Utd,24.0,2001.0,29,22,1785,1,2,0,0,11,0,1.0,16,61,20
Lesley Ugochukwu,France,MF,Southampton,21.0,2004.0,25,17,1570,1,1,0,0,7,0,0.9,29,49,20
Enes Ünal,Turkey,"FW,MF",Bournemouth,28.0,1997.0,17,2,345,2,1,0,0,2,0,2.7,4,12,22
Virgil van Dijk,Netherlands,DF,Liverpool,33.0,1991.0,36,36,3240,3,1,0,0,4,0,2.2,18,182,6
Jamie Vardy,England,FW,Leicester City,38.0,1987.0,35,35,2823,9,4,1,2,5,0,11.2,29,22,120
Renato Veiga,Portugal,"DF,MF",Chelsea,21.0,2003.0,7,1,181,0,0,0,0,2,0,0.1,4,7,3
Joël Veltman,Netherlands,DF,Brighton,33.0,1992.0,20,19,1665,0,0,0,0,4,0,0.5,30,80,32
Micky van de Ven,Netherlands,DF,Tottenham,24.0,2001.0,12,11,950,0,2,0,0,4,0,0.6,8,51,1
Bart Verbruggen,Netherlands,GK,Brighton,22.0,2002.0,35,35,3150,0,1,0,0,5,0,0.0,0,2,0
Jannik Vestergaard,Denmark,DF,Leicester City,32.0,1992.0,18,16,1391,0,0,0,0,5,0,0.1,3,32,2
Guglielmo Vicario,Italy,GK,Tottenham,28.0,1996.0,23,23,2070,0,0,0,0,1,0,0.0,0,1,0
Carlos Vinícius,Brazil,"MF,FW",Fulham,30.0,1995.0,3,0,16,0,0,0,0,0,0,0.0,1,0,3
Kyle Walker,England,DF,Manchester City,34.0,1990.0,15,9,970,0,0,0,0,3,0,0.1,12,64,11
Kyle Walker-Peters,England,DF,Southampton,28.0,1997.0,33,33,2918,0,2,0,0,5,0,0.8,114,139,144
Christian Walton,England,GK,Ipswich Town,29.0,1995.0,6,6,540,0,0,0,0,0,0,0.0,0,0,0
Aaron Wan-Bissaka,England,DF,West Ham,27.0,1997.0,35,34,3064,2,4,0,0,1,0,1.2,110,146,160
Danny Ward,Wales,GK,Leicester City,31.0,1993.0,2,1,135,0,0,0,0,0,0,0.0,0,0,0
Joel Ward,England,DF,Crystal Palace,35.0,1989.0,2,1,71,0,0,0,0,1,0,0.0,0,1,1
James Ward-Prowse,England,MF,West Ham,30.0,1994.0,14,11,961,0,1,0,0,2,0,1.1,10,49,6
James Ward-Prowse,England,MF,Nott'ham Forest,30.0,1994.0,9,5,400,0,1,0,0,2,1,0.1,1,16,3
Ollie Watkins,England,FW,Aston Villa,29.0,1995.0,37,30,2508,16,8,2,2,2,0,15.3,54,29,161
Adam Webster,England,DF,Brighton,30.0,1995.0,13,10,797,0,0,0,0,1,0,0.0,8,48,2
Danny Welbeck,England,FW,Brighton,34.0,1990.0,30,24,2115,10,4,1,1,5,0,9.6,21,47,95
Welington,Brazil,"DF,MF",Southampton,24.0,2001.0,9,5,392,0,0,0,0,1,0,0.0,3,10,19
Timo Werner,Germany,"FW,MF",Tottenham,29.0,1996.0,18,4,516,0,3,0,0,0,0,1.0,42,30,89
Adam Wharton,England,MF,Crystal Palace,20.0,2004.0,20,16,1318,0,2,0,0,2,0,0.4,14,107,11
Ben White,England,DF,Arsenal,27.0,1997.0,16,12,1108,0,1,0,0,2,0,0.5,19,51,35
Mats Wieffer,Netherlands,"MF,DF",Brighton,25.0,1999.0,24,9,925,1,3,0,0,6,0,0.7,18,56,21
Neco Williams,Wales,DF,Nott'ham Forest,24.0,2001.0,34,27,2504,1,3,0,0,7,0,2.3,66,89,98
Willian,Brazil,"FW,MF",Fulham,36.0,1988.0,10,2,257,0,0,0,0,0,0,0.3,11,40,33
Joe Willock,England,"MF,FW",Newcastle Utd,25.0,1999.0,31,11,1041,0,2,0,0,4,0,1.6,38,40,85
Callum Wilson,England,FW,Newcastle Utd,33.0,1992.0,17,2,349,0,0,0,0,1,0,0.4,5,4,16
Harry Wilson,Wales,"FW,MF",Fulham,28.0,1997.0,24,11,1102,6,1,0,0,2,0,4.0,18,50,94
Harry Winks,England,MF,Leicester City,29.0,1996.0,22,17,1538,0,2,0,0,4,0,0.2,19,101,11
Ben Winterburn,England,"FW,MF",Bournemouth,20.0,2004.0,3,0,23,0,0,0,0,0,0,0.0,2,0,2
Yoane Wissa,Congo DR,FW,Brentford,28.0,1996.0,34,33,2829,19,4,0,0,4,0,18.3,56,64,149
Chris Wood,New Zealand,FW,Nott'ham Forest,33.0,1991.0,35,34,2869,20,3,3,3,1,0,12.6,14,41,91
Nathan Wood-Gordon,England,DF,Southampton,22.0,2002.0,10,8,683,0,0,0,0,2,0,0.2,2,17,0
Luke Woolfenden,England,DF,Ipswich Town,26.0,1998.0,15,12,1187,0,0,0,0,2,0,0.0,7,15,0
Yehor Yarmoliuk,Ukraine,MF,Brentford,21.0,2004.0,30,14,1360,0,0,0,0,6,0,0.6,15,58,46
Ryan Yates,England,MF,Nott'ham Forest,27.0,1997.0,34,18,1892,2,1,0,0,10,0,2.3,17,49,15
Leny Yoro,France,DF,Manchester Utd,19.0,2005.0,21,12,1165,0,0,0,0,5,0,0.7,19,52,4
Ashley Young,England,DF,Everton,39.0,1985.0,31,18,1785,1,3,0,0,6,1,0.3,23,89,32
Illia Zabarnyi,Ukraine,DF,Bournemouth,22.0,2002.0,35,34,3019,0,0,0,0,4,1,1.1,26,134,4
Oleksandr Zinchenko,Ukraine,"DF,MF",Arsenal,28.0,1996.0,14,4,458,0,1,0,0,1,0,0.3,10,37,12
Joshua Zirkzee,Netherlands,"FW,MF",Manchester Utd,24.0,2001.0,32,14,1402,3,1,0,0,2,0,4.8,14,44,69
Martin Ødegaard,Norway,MF,Arsenal,26.0,1998.0,29,26,2309,2,8,1,1,4,0,4.7,91,255,151
